caption,channelTitle,commentCount,defaultLanguage,definition,description,dislikeCount,duration,favoriteCount,licensedContent,likeCount,publishedAt,regionRestriction,tags,title,vidId,viewCount,request_token,letter_search,contentRating,year,month,month_day,year_day,week_day,view_log,comment_log,like_log,dislike_log,view_class,week,description_sentiment,description_wordcount,tags_sentiment,tags_wordcount,title_sentiment,title_wordcount,title_featuring,intitle_a,intitle_b,intitle_c,intitle_d,intitle_e,intitle_f,intitle_g,intitle_h,intitle_i,intitle_j,intitle_k,intitle_l,intitle_m,intitle_n,intitle_o,intitle_p,intitle_q,intitle_r,intitle_s,intitle_t,intitle_u,intitle_v,intitle_w,intitle_x,intitle_y,intitle_z,title_length,lv_ratio,comment_view_ratio,like_dislike_ratio,is_weekend,is_friday,kclass
0,HOT 97,2505,xxNoneFoundxx,1,"REPPIN' THE BRONX, OUN-P COMES THROUGH FLEX AND DROPS BARS!

CLICK HERE TO SUBSCRIBE: http://bit.ly/12lN6vb
HOT97:  http://www.hot97.com
TWITTER:    https://twitter.com/HOT97
FACEBOOK:  https://www.facebook.com/HOT97OFFICIAL",642,526,0,1,16468,2016-12-15 16:00:31,0,"hot97, whhl, music, video, youtube, hip hop, rap, r&b, hip-hop, funk flex, Ebro, Nessa, Dj Enuff, New York, East Coast, NY, US, United States, oun-p, freestyle, murda mook",Oun-P Freestyles on Flex | Freestyle #028,o0_Bf-lAcAE,1714804,CDIQAA,p,0,16,12,15,350,3,6.234214487887289,3.3988077302032647,4.216640858325449,2.807535028068853,6,50,0.0,21,0.13636363636363635,20,0.0,6,0,0,0,0,0,7,0,0,0,0,0,0,3,0,2,1,0,0,2,3,2,1,0,0,1,2,0,41,0.6763708349332755,0.5451862037802754,1.5019014246193898,0,0,4.0
0,Canal KondZilla,208340,xxNoneFoundxx,1,"Acesse o Portal KondZilla
https://kondzilla.com

Inscreva-se no Favela Venceu by KondZilla:
https://goo.gl/a7Tt6X

OUÇA NOSSOS Hits:
https://goo.gl/UBHQgS


SHOWS:
(21) 3400-7480
(21) 96443-6973

PRODUÇÃO MUSICAL:
DJ Rennan da Penha 

LETRA:
Pode chegar, pode chegar
Que a festa vai começar
Sabe aonde você tá?
Naquele lugar que tu ouviu falar

Aonde tu senta
Aonde tu sobe
Aonde tu desce
E aonde tu rebola
Sabe aonde você tá?
É no baile da 
Ai, me solta po!

Deixa eu dançar
Deixa eu dançar
Ai, me solta pô

Vai de ladin, de ladin, de ladin
Me solta, me solta po

Copyright © 2018 KondZilla® Filmes Ltda. Todos os direitos reservados.",1105964,227,0,1,1700487,2018-07-09 22:00:13,0,"kondzilla, videoclipe, oficial, kond, zila, zilla, funk, ostentação, lançamento, 2018, nego do borel, me solta porra, nego do borel me solta, Nego do Borel - Me Solta (kondzilla.com)",Nego do Borel - Me Solta (kondzilla.com),FY3m6hMyh3g,112531191,CDIQAA,p,0,18,7,9,190,0,8.051272915351241,5.3187726598254805,6.2305733161571,6.043740990571027,8,28,-0.375,77,0.0,13,0.0,6,0,2,0,1,2,3,0,1,0,1,0,1,4,1,1,6,0,0,1,0,1,0,0,0,0,0,1,40,0.7738618950895777,0.6606126404787814,1.0309133574515446,0,0,4.0
0,MarcusCooperVEVO,438,xxNoneFoundxx,1,"For a Long Time - Single
iTunes: https://itunes.apple.com/us/album/for-a-long-time-single/id1268897575?uo=4&at=1001l3Iq&ct=888915434680&app=itunes

Music video by Pleasure P performing For A Long Time (Official Video). 2017 Marcus Cooper Music

http://vevo.ly/le3NrM",411,232,0,1,11937,2017-09-13 12:00:05,1,"Pleasure, For, Long, Time, (Official, Video), Marcus, Cooper, Music, R&B/Soul",Pleasure P - For A Long Time (Official Video),fKFJKc_cC7Q,700358,CDIQAA,p,0,17,9,13,256,2,5.8453200938432195,2.6414741105041,4.076895193866052,2.6138418218760693,5,37,-0.057142857142857134,21,-0.05,9,-0.05,8,0,2,0,1,1,4,2,1,0,4,0,0,2,1,1,3,0,0,2,1,0,1,0,0,0,0,0,45,0.6974631206527387,0.4518955451706266,1.5597329416589882,0,0,4.0
0,B!P,6338,xxNoneFoundxx,1,"Türkiye'nin bağımsız müzik durağı Zeplin'de Yalçın Birol'un hazırlayıp sunduğu B!P programının konuğu Emir Can İğrek'ten ""Müzik Kutusu""nun akustik performansı.

Bizi takip edin:
http://karnaval.com/zeplin
http://facebook.com/radyozeplin",4224,199,0,1,192646,2015-11-26 15:30:00,0,"emir can iğrek müzik kutusu, müzik kutusu emir can iğrek, emir can iğrek bip akustik, emir can iğrek b!p akustik, emir can iğrek, müzik kutusu, karnavaş tv, karnaval, zeplin radyo, radyo zeplin, bip akustik, b!p akustik, ZEPLİN, zeplin, BİP, B!P, bip, b!p, akustik performans, bağımsız müzik, türkçe müzik, akustik, bağımsız, Indie (Musical Genre), türkçe, müzik",Emir Can İğrek - Müzik Kutusu (B!P Akustik),dRWQXZui0qk,21197157,CGQQAA,p,0,15,11,26,330,3,7.3262776164943935,3.8019522348542814,5.284759995980932,3.6257239095257563,7,48,0.0,20,0.0,25,0.0,7,0,1,0,0,0,1,0,0,0,3,0,4,0,1,1,0,0,0,2,2,2,4,0,0,0,0,1,43,0.7213431257481716,0.5189473336765945,1.4575737501954957,0,0,4.0
0,Paul Barton,71,en,1,"Chopin Etude Op.25 No.6 in overhead keyboard.

For those that like to support the projects of online creators from as little as 1$ a month:  https://www.patreon.com/paulbarton",7,148,0,1,623,2018-09-29 10:15:32,0,"Chopin Etude Op.25 No.6, tutorial, Paul Barton, piano, FEURICH, classical music, piano music",Chopin Etude Op.25 No.6 - P. Barton FEURICH piano,ugvuVocsXlI,8345,CGQQAA,p,0,18,9,29,272,5,3.9214263410152657,1.8512583487190752,2.7944880466591697,0.8450980400142568,3,39,-0.1875,25,0.0,6,0.0,8,0,2,0,0,1,1,0,0,1,2,0,0,0,0,3,4,3,0,1,0,2,1,0,0,0,0,0,49,0.7126203079300147,0.4720880077119543,3.306702789905922,1,0,4.0
0,KAPAL TANAH sKaKinG Official,284,xxNoneFoundxx,1,"Title : Bagai langit dan bumi
Di popularkan oleh Via Valen 
Cipt : Lasio
Prod : khatulistiwa records 
Copyright : Khatulistiwa records
Cover music by sKakinG Project

#bagailangitdanbumi
#koyolangitambibumifersiindonesia",256,300,0,1,4271,2018-08-21 15:51:01,0,"BAGAIKAN LANGIT DAN BUMI, SKA, COVER SKA, SKA COVER, VIA VALEN, DELLA MONICA, KAPAL TANAH SKAKING, SKA 86, 86 SKA, SKA INDONESIA, REGGAE, gigi, nagita, nagita slavina, nagita ska, ska",BAGAI LANGIT DAN BUMI SKA COVER - SKA P ( sKaKinG Project ),IE4azP4uMKk,939527,CGQQAA,p,0,18,8,21,233,1,5.972909265312032,2.453318340047037,3.6305295714268238,2.4082399653118496,5,34,0.0,23,0.0,15,0.0,12,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,59,0.6078327009772785,0.4107409356265976,1.5075447728302678,0,0,4.0
0,Devotee TV,11,xxNoneFoundxx,0,LIVE / Devotional Tour 1993.,5,276,0,0,192,2012-03-06 04:44:26,0,"Depeche Mode Halo, depeche, mode, Depeche, Mode, Devotional, Tour, 1993, yt:stretch=16:9, Concert, Live, live music, Live Music, HD, HQ, Dave Gahan, Andy Fletcher, Martin Gore, Martin L. Gore, Alan Wilder, Music, Tournee",D≡P≡CH≡ MOD≡ - Halo (Devotional Tour 1993),C0gqrkxXR-Y,18789,CMgBEAA,p,0,12,3,6,66,1,4.2739036664209715,1.0413926851582251,2.2833012287035497,0.6989700043360189,4,10,0.13636363636363635,4,0.13636363636363635,21,0.0,6,0,2,0,0,0,1,0,0,0,1,0,0,2,0,1,4,0,0,1,0,1,1,1,0,0,0,0,42,0.5342425583063316,0.2436631160735316,3.266665542926344,0,0,4.0
0,LOOSE LIPS,1,xxNoneFoundxx,0,"Download the album and donate to RCK, at looselips123.bandcamp.com.

Down Widdit is an experimental piece of work, filled with classic trill hats and ridiculous lyricism. A mix of comedy, alcohol and depression creates a controversial irony.

charcoalperimeter.bandcamp.com/release

Kenny P & The Sandwich Gang are a branch of the SWMS family, who are closely to tied to Loose Lips as our resident MCs. This duo is made up of MC Caskevet and Cool Hand, who are now based in Bristol and London. They have a new album coming very soon, following their first bedroom recorded project last year. They’re really just a talented couple of bassoon-wielding nihilists.",0,211,0,0,8,2016-10-11 15:59:43,0,"uk hip hop, trill, mind bending, trippy, loose lips, grime, free download",Kenny P & The Sandwich Gang - Down Widdit,2lGRq_ujn1o,190,CMgBEAA,p,0,16,10,11,285,1,2.2787536009528293,0.0,0.9030899869919436,0.0,2,41,0.1658145558145558,102,0.16153846153846155,6,-0.1555555555555556,8,0,2,0,1,3,2,0,1,2,3,0,0,0,0,5,1,0,0,0,0,1,0,0,2,0,1,0,41,0.39630874817458506,0.0,10.0,0,0,4.0
0,Daniel André,184,xxNoneFoundxx,1,"J'AI ADORE CETTE MUSIQUE TRES NOSTALGIQUE !!!!
              JE VOUS LA LIVRE EN ACOUSTIQUE !!! EN ESPERANT 
                QUE VOUS L'APPRECIEREZ AUTANT QUE MOI 
                                                 BISES A TOUS",2,220,0,1,51,2016-10-21 10:08:15,0,,LE P'TIT BOHEMIEN ( Sylvain Guinet / Lorna Pollock ),zvcdXoin8gU,1537,CMgBEAA,p,0,16,10,21,295,4,3.186673867499745,2.2648178230095364,1.7075701760979365,0.3010299956639812,3,42,0.0,102,0.0,0,0.0,9,0,2,0,1,0,1,0,0,0,2,0,1,3,0,3,3,0,0,1,0,1,1,1,0,0,1,0,52,0.5358471707798862,0.710715284079731,5.672425341971495,0,1,4.0
0,Xiao Qin,12,xxNoneFoundxx,1,"In this summer break, I had a business trip in China for two months, during which I did not have a piano to play on. I borrowed my sister's Yamaha keyboard (see this video), on which I only spent 16 hours and 44 minutes. As a result, I only managed to record ""Introduction and Dance"" and learned ""La Cucaracha"". It took me 11 hours to learn this piece. The first six bars cost me one hour to learn; I invested four hours to study the 9th -- 15th bars. I also spent six hours to practice and memorize this piece.
Learning date: 5/19/-5/31/2013
Hours of learning: 11 hours
Started playing piano: 2/10/2012
Total Hours Played: 461 hours

If you would like to SUBSCRIBE to our piano channel, please CLICK HERE:
http://www.youtube.com/subscription_center?add_user=xqin74",2,75,0,0,24,2013-08-06 04:34:45,0,"Alfred, Piano, Basic, Adult, Course, Level, Log","L2#9 Introduction and Dance - Alfred's Basic Adult Piano Course 2, p. 18",eLVGZLZKJR8,5604,CMgBEAA,p,0,13,8,6,218,1,3.748498126613737,1.0791812460476249,1.3802112417116061,0.3010299956639812,3,32,0.008333333333333331,124,0.05,6,0.05,12,0,4,0,3,4,3,1,0,0,3,0,0,2,0,5,4,1,0,3,3,3,3,0,0,0,0,0,72,0.3682037965851782,0.2878969682245833,4.584962500721156,0,0,4.0
0,Dell P,10,xxNoneFoundxx,1,"Dell-P Overkill Official Video
Directed By Stefan Jay
Produced By The Wurxs",0,177,0,0,26,2018-02-14 19:15:27,0,,Dell-P Overkill Official Video,-H2xzF1yxtk,285,CMgBEAA,p,0,18,2,14,45,2,2.4548448600085098,1.0,1.414973347970818,0.0,2,7,0.0,9,0.0,0,0.0,3,0,1,0,1,1,3,2,0,0,4,0,1,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,30,0.5764003139350781,0.4073577179115642,10.0,0,0,4.0
1,Hi-Lite Records,2383,xxNoneFoundxx,1,"Check out the official video of Reddy, Sway D, Paloalto, YunB, G2, Huckleberry P and Camo Starr's ""Break Bread"".

Directed by Allen's Eyes and Paloalto
Director of Photography: Allen's Eyes
Edited by Allen's Eyes

Chinese, English, French, Japanese and Korean subtitles are available now.

Reddy, Sway D, Paloalto, YunB, G2, Huckleberry P & Camo Starr - Break Bread

Supported by lute

About lute

lute(루테)는 음악을 중심으로 전세계의 새로운 문화를 소개하는 Instagram Stories 기반의 미디어입니다. 모바일 영상 컨텐츠를 제작, 배포하는 동시에 재능있는 크리에이터, 아티스트와 파트너쉽을 맺고, 그들의 활동을 지원하여 포스트 디지털 사회의 새로운 문화를 만들어 가는 것을 목적으로 하고 있습니다.

https://lutemedia.com
https://www.instagram.com/lutemedia

함께 모여 나누는 기쁨, 'Break Bread'

최근 3년 동안 각자의 행보에 집중해왔던 하이라이트레코즈(Hi-Lite Records) 소속 아티스트들이 오랜만에 다 함께 모여 만든 단체곡을 발표한다.

그동안 하이라이트레코즈는 안팎으로 많은 변화를 겪으며 힙합 팬들의 긍정적, 부정적 반응을 동시에 받아왔다. 그 변화의 과정에서 소속 아티스트들은 꾸준히 자신만의 영역을 구축해 나갔고, 레이블 역시 계속해서 재능있는 아티스트들을 서포트 해왔다. 여러 논란과 우려와는 달리 하이라이트레코즈는 발표하는 작품마다 음악적인 성장을 거듭하며 안정적인 중견 레이블 반열에 올랐다. 올해로 설립 8주년을 맞이하는 하이라이트레코즈는 더욱 활발한 앨범 제작과 창작 활동으로 알차게 2018년을 채울 준비를 하고 있다.

프로듀서 빅바나나(Big Banana)와 유지피(UGP), 그리고 하이라이트레코즈 소속 아티스트들이 스튜디오에 함께 모여 자연스럽게 어울리며 작업하던 중 탄생하게 된 'Break Bread'와 'homecoming'. 다양한 색깔의 아티스트들이 한데 모인 이번 싱글은 팬들의 오랜 기다림에 답하는 작품으로 하이라이트레코즈의 또 다른 시작을 알리는 신호탄이 될 것이다.

Available on

멜론: https://goo.gl/vykJNA
엠넷: https://goo.gl/QQ9BbA
지니: https://goo.gl/BuEob5
네이버뮤직: https://goo.gl/3FDitC
벅스: https://goo.gl/HmgpbZ
소리바다: https://goo.gl/rmtisV
올레뮤직: https://goo.gl/5gDUc9
몽키3: https://goo.gl/gsqvrk

http://hiliterecords.com",831,336,0,0,19158,2018-01-31 12:50:22,0,"​ Hi-Lite Records, Hi-Lite, HiLiteRecords, HiLite, 하이라이트레코즈, 하이라이트, hip-hop, hiphop, k-hip-hop, k-hiphop, khiphop, 힙합, 한국힙합, rap, 랩, music video, music, video, mv, promotion video, pv, promotion, 뮤직비디오, 뮤비, Paloalto, Palo, 팔로알토, B-Free, Free, 비프리, Huckleberry P, HuckleberryP, Huck P, HuckP, 허클베리피, 헉클베리피, 헉피, Okasian, 오케이션, Reddy, 레디, G2, 지투, Sway D, SwayD, 스웨이디, Camo Starr, CamoStarr, 캐모스타, 카모스타, YunB, 윤비, DJ Djanga, Djanga, 디제이 짱가, DJ 짱가, DJ짱가, 짱가, Pinodyne, 피노다인, GreenClub, 그린클럽, 요시, 단체곡, BreakBread","Reddy, Sway D, Paloalto, YunB, G2, Huckleberry P & Camo Starr - Break Bread [Official Video]",sKr9MM_04DI,3698438,CMgBEAA,p,0,18,1,31,31,2,6.568018342658429,3.377124042346456,4.282350168923089,2.9196010237841112,6,5,0.13333333333333333,220,0.4,64,0.0,15,0,8,1,2,4,6,2,0,0,3,0,2,4,1,1,4,0,0,6,0,2,2,0,1,0,3,0,92,0.6520003364043273,0.5141770114149152,1.4667586886144846,0,0,4.0
0,m.usic,0,xxNoneFoundxx,1,"If You Know You Know, new music, celebrating classics, delving into nostalgia doing it our way!

P-rallel :

Facebook : https://www.facebook.com/p.rallel
Twitter : https://twitter.com/paralleltheory_
Soundcloud : https://soundcloud.com/p-rallel
Instagram : https://www.instagram.com/paralleltheory/

There is no intent to infringe copyright on any of the media posted on this channel. If there is any issue regarding the content posted please don’t hesitate to contact us.  I will try and post sources where possible, with the intent of promoting the artists featured here.  But if you see your work featured and uncredited please contact us and we will promptly correct it and/or remove it.",0,182,0,0,3,2018-05-10 19:14:35,0,"sweet living, drew brakes, nick hermanus, green, new music, m.usic, london, uk, hip hop, underground, rap",P-rallel - Sweet Living (Drew Brakes & Nick Hermanus),cjatu2lhS9A,153,CPoBEAA,p,0,18,5,10,130,3,2.184691430817599,0.0,0.4771212547196624,0.0,2,19,0.08522727272727272,94,0.09545454545454543,10,0.35,8,0,3,0,1,0,6,0,1,0,3,0,2,3,1,2,0,0,0,4,2,1,1,1,2,0,0,0,53,0.21839297211007255,0.0,10.0,0,0,4.0
0,PinkVEVO,424,xxNoneFoundxx,0,"Music video by P!nk performing On the Road with P!nk. (C) 2007 RCA Records, a division of Sony Music Entertainment

http://vevo.ly/ddxq51",171,585,0,1,7840,2016-10-13 21:58:04,1,"LaFace Records, On the Road with P!nk, P!nk, Pop","P!nk - On the Road with P!nk (from Live from Wembley Arena, London, England)",FS8-UbQApok,418460,CPoBEAA,p,0,16,10,13,287,3,5.621653950717518,2.6273658565927325,3.8943160626844384,2.2329961103921536,5,41,0.0,19,0.0,3,0.13636363636363635,13,0,3,1,0,3,5,2,1,2,2,0,2,2,3,8,5,0,0,3,0,2,0,1,1,0,1,0,76,0.6927349311829107,0.4673652771276306,1.7439869440706404,0,0,4.0
0,WeLoveBritneySpears,27100,xxNoneFoundxx,1,,22133,188,0,0,571767,2011-02-02 21:31:23,0,"britney spears, beyonce, pink, pepsi, commercial, we will rock you, hd, hold it against me, toxic, boys, in the zone, femme fatale, me against the music","[HD] Britney Spears, Beyonce & Pink - We Will Rock You (Pepsi)",pES8SezkV8w,90456422,CPoBEAA,p,0,11,2,2,33,2,7.956439405249518,4.432969290874405,5.757219086084093,4.345040284019556,7,5,0.0,0,-0.05,12,-0.1,11,0,1,0,2,0,6,0,0,0,4,0,2,2,0,3,3,2,0,2,2,1,1,0,0,0,2,0,62,0.7235924001740756,0.5571549112721967,1.3250093692475833,0,0,4.0
1,1theK (원더케이),55083,xxNoneFoundxx,1,"[MV] BTS(방탄소년단)_ We Are Bulletproof Pt2(위 아 불렛프루프 Pt.2)

LOEN MUSIC changes the name to '1theK[wʌnðəkeɪ]' to be a global K-POP hub!
로엔뮤직이 새 이름 '1theK(원더케이)'과 함께 글로벌 K-POP 허브채널로 도약합니다.

*English subtitles are now available. :D
(Please click on 'CC' button or activate 'Interactive Transcript' function)

The second music video of BTS! ""We Are Bulletproof Pt.2""
It is a song based on TRAP Music getting attention from the American hip-hop scene at the moment. The simple yet powerful drum sound is added on the main riff. It is not a familiar genre in popular music but the addictive melody and rough hook mesmerize the listeners right away. The lyrics talk about the ambition of the rookie group's challenge in K-pop industry. The song can be referred to as 2013 version of 'We Are Bulletproof Pt. 1'. Comparing the two songs, you'll be able to recognize how much BTS has grown up for the past three years.

▶1theK FB  : https://www.facebook.com/1theK
▶1theK TW : https://twitter.com/1theK
▶1theK G+  : http://goo.gl/mJCt9c

[MV] BTS（防弾少年団）•We Are Bulletproof Pt2

[MV] BTS（防弾少年団）•We Are Bulletproof Pt2
防弾少年団のミュージックビデオ第2弾！ [We Are Bulletproof Pt2]
現在、米国のヒップホップシーンで注目されているトラップミュージック（TRAP Music）をベースにした曲で、メインのリーフの上にシンプルながらも強烈なドラム•サウンドを加えた。ポピュラー音楽ではなかなか挑戦しなかった慣れないジャンルだが、中毒性のあるメロディーと荒いフックに瞬く間に魅了される。歌謡界に挑戦状を差し出した防弾少年団の力の強い抱負を歌詞で書いた。この曲は2010年にミックステープで公開された「We Are Bulletproof PT.1」の2013年版ともいえる。二曲を比較してみると、3年の間、日進月歩した防弾少年団の実力を鑑賞することができる。

방탄소년단의 두 번째 뮤직비디오! ""We Are Bulletproof Pt2""
현재 미국 힙합씬에서 주목하고 있는 트랩뮤직(TRAP Music)을 기반으로 한 곡으로,메인 리프 위에 심플하면서도 강렬한 드럼 사운드를 더했다. 대중 음악에서 좀처럼 도전하지 않는 낯선 장르이지만 중독성 있는 멜로디와 거친 훅에 순식간에 매료된다. 가요계에 도전장을 내민 방탄소년단의 당찬 포부를 가사로 풀어냈다. 이 곡은 2010년에 믹스테잎으로 공개한 'We Are Bulletproof PT.1'의 2013년 버전이라고도 할 수 있다. 두 곡을 비교해 들어보면, 3년 사이 일취월장한 방탄소년단의 실력을 감상할 수 있다.",16722,233,0,0,1119400,2013-07-16 15:00:33,0,"로엔, 로엔티비, 로엔뮤직, loen, loentv, loenmusic, 韓流, 韓国, kpop, artist, Interview, Scenes, bts, bangtan, sonyeondan, 방시혁, no more dream, 노모어드림, 노 모어 드림, 위 알 불렛푸르프, we are bulletproof, showcase, bang si hyuk, rap monster, 랩몬스터, 지민, jimin, suga, 슈가, 진, 제이홉, 뷔, j-hope, jin, Jin, big hit, 임정희, 투에이엠, 2AM, メロンショーケース, 防弾少年団, デビュー, debut, 데뷔, 데뷰, 데뷔 쇼케이스, ヒップホップアイドル, アイドル",[MV] BTS(방탄소년단)_ We Are Bulletproof Pt2(위 아 불렛프루프 Pt.2),gqhWHy0rrtM,92230304,CPoBEAA,p,0,13,7,16,197,1,7.964873640116741,4.741017585324274,6.048985302570712,4.223288219096949,7,29,0.18068783068783068,248,-0.125,47,0.0,8,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,2,1,0,2,0,3,1,0,0,0,0,0,55,0.7594577862608818,0.5952407783904008,1.4322927985871983,0,0,4.0
0,The FADER,356,xxNoneFoundxx,1,"Subscribe now for more The FADER  http://bit.ly/XPZVfG

Read the FADER: http://www.thefader.com
Follow the FADER on Twitter: https://twitter.com/thefader
Like the FADER on Facebook: http://on.fb.me/11JaNSJ
Follow the FADER on Tumblr: http://bit.ly/xerObW",71,194,0,1,5941,2017-10-31 22:04:31,0,"sobxrbe, sobxrbe interview, the fader sobxrbe, sobxrbe anti, sobxrbe damn, yhung to, slimmy, rbe slimmy, sobxrbe new 2017, the fader interviews, swaggy p, golden state warriors sobxrbe, vallejo","SOB x RBE on growing up in Vallejo, recruiting Swaggy P, and tour life",DoHkoTmp6us,317798,CKwCEAA,p,0,17,10,31,304,1,5.502151159731975,2.5514499979728757,3.773859552376687,1.8512583487190752,5,44,0.5,23,0.21818181818181814,12,0.0,13,0,3,0,1,1,3,1,5,0,5,1,0,3,0,5,4,1,0,4,0,2,3,0,2,1,1,0,70,0.6858880177622242,0.46371863002345504,2.038537492613011,0,0,4.0
0,Chance The Rapper,34797,xxNoneFoundxx,1,"Directed by Skim Nasty (http://twitter.com/AustinVesely) & Lil Chano from 79th
Drone footage by Jeff Salzbrunn and Yakub Films",49651,285,0,0,780707,2016-05-27 03:30:40,0,undefined,Chance the Rapper ft. 2 Chainz & Lil Wayne - No Problem (Official Video),DVkkYlQNmbc,135645692,CKwCEAA,p,0,16,5,27,148,4,8.13240600546704,4.5415418031532555,5.892488073367177,4.695927999862787,8,21,-1.0,16,0.0,0,0.0,13,1,5,1,2,1,6,3,0,3,5,0,0,3,1,3,3,2,0,2,0,2,0,0,0,0,1,1,72,0.7245688507688784,0.5584499593478471,1.254808011012808,0,1,4.0
0,AdeleVEVO,367902,xxNoneFoundxx,1,Buy/Listen 25: http://smarturl.it/25Album?IQid=yt Buy/Listen 21: http://smarturl.it/Adele21Album?IQid=yt Buy/Listen 19: http://smarturl.it/19Album?IQid=yt   Follow Adele on: Facebook - http://facebook.com/adele Twitter - http://twitter.com/adele Instagram - http://instagram.com/adele Subscribe to the Adele VEVO Channel - http://smarturl.it/SubscribeAdele?IQid=yt  Visit - www.adele.com,211479,234,0,1,5601849,2010-11-30 23:29:12,1,"vevo, Adelevevo, official, music video, video, single, 21, album, hq, Hello, Someone Like You, Skyfall, Set Fire to the Rain, Adele, Pop, Rolling in the Deep, XL Recordings/Columbia",Adele - Rolling in the Deep,rYEDA3JcQqw,1398037750,CN4CEAA,p,0,10,11,30,334,1,9.145518898444962,5.565732148762367,6.74833139807009,5.325267248132219,9,48,0.0,34,-0.03571428571428571,16,0.0,5,0,0,0,0,1,5,0,1,1,2,0,0,3,0,2,1,1,0,0,0,1,0,0,0,0,0,0,27,0.7378839268723756,0.6085747796889606,1.2672286823608705,0,0,4.0
0,TheSamTsui,3384,xxNoneFoundxx,1,"LIKE & SUBSCRIBE HERE: https://bit.ly/2GgYN28

STREAM MY NEW ALBUM “TRUST”!
Listen here : http://bit.ly/TrustAlbumSP

EAST COAST TOUR IN JUNE - Get tickets here: http://www.samtsui.com/tour
6/4-NYC - Rockwood Music Hall http://bit.ly/STtourNYC
6/5-Philadelphia - The Foundry http://bit.ly/STtourPA
6/6-Boston - Café 939 http://bit.ly/STtourBOS
6/7-Asbury Park, NJ - The Wonder Bar http://bit.ly/STtourNJ

GET THIS TRACK on iTunes - https://itunes.apple.com/us/album/no-tears-left-to-cry-single/1388209115?ls=1

Vote for me and “TRUST” at the iHeart Radio/Macy’s Rising Start Contest HERE: bit.ly/iHeartSamTsui 

FOLLOW MY SOCIAL & GET IN TOUCH!
http://www.samtsui.com
http://www.twitter.com/SamuelTsui
http://www.facebook.com/SamTsuiMusic

About Sam Tsui:
Welcome to the #Samily! What began with a love of pop music - deconstructing and reinterpreting
some of my favorite songs into creative covers, medleys, and mashups - has taken me on a journey
that now allows me to release original albums and songs, create epic music videos, and tour around
the world to meet the amazing fans that make it all possible. Subscribe to hear great music, join me
and discover my story (with behind-the-scenes videos and vlogs) and make sure you never miss an
upload by clicking that bell!

No Tears Left to Cry - Ariana Grande (Sam Tsui Cover) | Sam Tsui
https://www.youtube.com/watch?v=hi3gFdrL8Sw

Sam Tsui
https://www.youtube.com/user/TheSamTsui",1002,243,0,0,66069,2013-05-18 20:29:46,0,"Just Give Me A Reason, Pink, Nate Ruess, Fun, Duet, KurtHugoSchneider, Sam Tsui, TheSamTsui, Kylee, Kylee Saunders, Sam Tsui Mashup, Sam Tsui Cover, Sam Tsui Vlogs, Pop, Top40 hits, Sam Tsui Medley, Frozen Mashup, Imagine Dragons Mashup, Sam Tsui Wedding, Delicate Taylor Swift, Safe and Sound Cover, Careless Whisper Cover, I’m Not the Only One, Let it Go, Frozen, Counting Stars Mashup, Timber Mashup, Music, Covers","Just Give Me a Reason (P!nk ft. Nate Ruess) - Sam Tsui, Kylee, & Kurt Schneider Cover | Sam Tsui",VYgAPEUAibg,5400782,CN4CEAA,p,0,13,5,18,138,5,6.732456647544513,3.529430354366986,4.819997733510776,3.0008677215312267,6,20,0.4009324009324009,167,0.042857142857142864,28,0.0,19,1,5,0,1,1,10,1,0,1,4,0,1,1,2,3,2,0,0,3,6,4,5,2,0,0,1,0,96,0.7159344628336737,0.5242410815455089,1.6062013326769757,1,0,4.0
0,TURCO,134,xxNoneFoundxx,1,"Q LoKura - Devuélveme el Corazón/ A Mover la cola (Plaza de la Música
►Suscribirte al canal y ACTIVA la campana 🔔 🔔 para no perderte ningún video
►SUSCRIBITE! https://www.youtube.com/user/TurcoDC?sub_confirmation=1
►Facebook: https://www.facebook.com/cdscompletosonline/
►Pagina: https://www.somos-cuarteto.com
►COMENTA!!! DALE ME GUSTA AL VIDEO!!!! 👍 👍 👍
                         Todos Los Derechos Reservados (c) 2018",1167,386,0,1,7172,2018-02-26 21:22:23,0,"pitty murua, cuarteto, chipote, ulises bueno, gabriela, marcos bainotti, superdeportivo, TURCODC, dale q va, damian cordoba, el loco amato, trulala, cuervotinelli, tyago griffo, rocio robles, q lokura, devuelveme el corazon",Q LoKura - Devuélveme el Corazón/ La cola (Plaza de la Música) |TURCO|,cGzxczAPSY0,4428343,CGQQAA,q,0,18,2,26,57,0,6.646241252052696,2.127104798364808,3.855640280890145,3.0670708560453703,6,9,0.0,67,0.0,16,0.0,12,0,8,0,2,1,5,0,0,0,1,0,0,5,1,1,3,0,0,2,1,0,2,2,0,0,0,2,70,0.5801234313754904,0.3200462814538744,1.2571083166502202,0,0,4.0
