Unnamed: 0,title,vidId,title_word_of,title_word_feat,title_word_audio,title_word_me,title_word_music,title_word_video,title_word_by,title_word_no,title_word_live,title_word_the,title_word_de,title_word_don,title_word_in,title_word_ft,title_word_offici,title_word_you,title_word_la,view_log
54,hyuna(현아) - '잘나가서 그래 (feat. 정일훈 Of btob)' (roll deep) m/v,ib_1ATfr8wM,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.92905144401157
55,jerri lewi telethon - the reunion with dean martin ('76),9EVGq4NANtk,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5.693842979721056
56,ray parker jr. - ghostbust,Fe93CLbHjxQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4547692099882665
57,bee gee - you should Be danc 1976  (hq audio),xI68A-rntIk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.522294095560963
58,eric B. & rakim - paid In full,E7t8eoA_1jQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.210902725088752
59,[cover] nyan not hot!,nOLqvFOqXtw,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.559655666721048
60,"va, pensiero (gefangenenchor) · giusepp verdi: nabucco · kendling",XttF0vg0MGo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.995872061758674
61,"N sync  ""yo Te voy A amar ""  HD",A9KpY4Kbzbw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.778008018161525
62,transform - arriv To earth (unreleas origin version),Kk5-G5BLxsQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.556117765690477
63,fate/extra last encor open full -「bright burn shout - takanori nishikawa」,BIZ-4jUJLk8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.653464428008679
64,cee Lo green - forget you,bKxodgpyGec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.624179524205201
65,ike & tina turner - proud mari | 1971,hzQnPz6TpGc,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.971883250464495
66,"futur island - ""seasons"" @ letterman 3/3/14",GK4lD3Uf8_o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.455802603491522
67,*nsync - thi I promis you,6thmPrTxBtI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.961630458968226
68,elvi presley - that' all right (audio),DCP_g7X31nI,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6317876184397555
69,ike & tina turner - proud mari live on italian TV 1971,nL1l0Fz5RlE,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.769219311636771
70,place ('89),put6VCO0VGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.130751776765143
71,"mozart: piano concerto n. no. 21 in C major, k.467 pollini-muti",i2uYb6bMKyI,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,6.861232211217304
72,"yundi - chopin prelud no.15 ‘raindrop’, op.28",tmXjrkdQatw,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5.842142871510501
73,W. A. mozart - KV 317 - coron mass in C major,_NP_z6LmscI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.446979623754514
74,sauti sol - short N sweet  ft nyashinski (offici music video),9SciUYMSnBs,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,6.996194854376827
75,mahler: symphoni no. 2: mov. 5 - part 4 of 4,tf5fM1i3MGQ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.722755639535109
76,"beethoven - symphoni no. 9 ""choral"" - leonard bernstein (4)",t4N5-OALObk,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.102111467270476
77,'til tuesday - voic carri,uejh-bHa4To,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.063064891759469
78,"bessi smith (nobodi know you when you'r down and out, 1929) jazz legend",6MzU8xM99Uo,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,6.477564877027763
79,"beethoven - piano sonata no. 17, op. 31/2 ""tempest"" iii. allegretto (kempff)",ZYdv5jk09XQ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5.743108994163662
80,"dvořák symphoni No 9 ""new world"" celibidache, münchner philharmoniker, 1991",_9RT2nHD6CQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7000974447120285
81,"beethoven - piano sonata no. 14 in c-sharp minor, ""moonlight"": I. adagio sostenuto - earl wild",n-pwPIRW9fY,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,5.706323410697711
82,havana lyric,zL7twG6TDNs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5314789170422551
83,david guetta ft anne-mari - don't leav Me alon (lyric video),OQfLvlZGYFM,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,7.626273595882632
84,"taylor swift - end game ft. Ed sheeran, futur",dfnCAmr569k,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8.242680919269974
85,florenc + the machin - hunger,5GHXEGz3PJg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.381460067814957
86,p!nk - beauti trauma (offici video),EBt_88nxG4c,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8.006183740400884
87,[mv] bts(방탄소년단) _ fire (불타오르네),ALj5MKjy2BU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.626182036638527
88,the greatest showman cast - thi Is Me (offici audio),wEJd2RyGm8Q,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7.84168041060602
89,arctic monkey - Do I wanna know? (offici video),bpOSxM0rNPM,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,8.867159482734095
90,kendrick lamar - loyalty. ft. rihanna,Dlh-dzB2U4Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.204740460883066
91,air - pocket symphoni (full album),7AAB5o3tIcU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.620214158468602
92,"p!nk - just like fire (from the origin motion pictur ""alic through the look glass"")",5Nrv5teMc9Y,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,8.315757426034606
93,bt So happi challeng with brent rivera | radio disney music award,Zq5ESvmKagc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.616715123716384
94,g-eazi - sober (offici video) ft. charli puth,8OARiNiJ_w8,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,7.300041829527102
95,die antwoord - banana brain (offici video),XXlZfc1TrD0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,7.847056912099929
96,metallica - noth els matter 2007 live video full HD,Lli99OmkPwM,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,7.497328434945895
97,selena gomez - back To you (lyrics),ChT54qKAs4Y,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.122195064415887
98,psi - ‘I luv it’ m/v,Xvjnoagk6GU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9136049223788705
99,selena gomez - back To you (lyrics),0-yRMH9PUgY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.466161948768847
100,machin gun kelli - habit,hXmBbhGbeo8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.204475470019793
101,adam levin - lost star,cL4uhaQ58Rk,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.938552601225197
102,deep purpl - child In time - 1970,OorZcOzNcgE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.723982613643477
103,david bowi – space odditi (offici video),iYYRH4apXDo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7.448141663814628
104,"dimitri vega & like mike, steve aoki vs ummet ozcan - melodi",hvynkEbRgDc,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7.715194962703219
105,blink-182 - I miss you,s1tAYmMjLdY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.299167993748023
106,luke bryan - Do I,j5GVa1yWYZM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.937568469835885
107,christin and the queen - girlfriend (feat. dâm-funk) (offici music video),S0NMTuz9Duo,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,6.2154493195575355
108,"96 offici teaser | vijay sethupathi, trisha krishnan | madra enterpris | C. prem kumar | govind",Qx7I1j1KVDE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.700844710193302
109,akon - don't matter,JWA5hJl4Dv0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.419911970060069
110,"R. kelli - fiesta (remix) ft. jay-z, boo, gotti",eyrcaHoKcS0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.719774058148022
111,OK Go - obsess - offici video,LgmxMuW6Fsc,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7.143020361687392
112,kiesza - hideaway,Vnoz5uBEWOA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.048426078542441
113,3 door down - here without you (boyc avenu acoust cover) on spotifi & appl,RxWEvV9zYj4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.904005854245839
114,"delibes: lakmé - duo de fleur (flower duet), sabin devieilh & mariann crebassa",C1ZL5AxmK_A,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,6.177974901579892
115,ikon - '오늘 모해(#wyd)’ m/v,hth1VQNPtj0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.317587166608419
116,you can't stop the beat,AZnt-0fEiT0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7.363228804533553
117,fkj - skylin (offici video),qU5FWU0SH0o,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,6.839542212628969
118,"miguel - rememb Me (dúo) (from ""coco""/offici lyric video) ft. natalia lafourcad",3iDxU9eNQ_0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,7.440254440724814
119,shape of you - walk off the earth (ed sheeran cover),YV5KAbV34NU,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7.224459016465612
120,muse - resist,TPE9uSFFxrI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.945475562346531
121,highli suspect - littl one [offici video],eKcIedFBiVU,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7.0347423687968735
122,metallica - kill 'em all [full album],aAITxlCsj4Y,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.784006783378711
123,stormzi - big for your boot,dFOErVWlsxg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.69423634826254
124,*nsync - it' gonna Be Me (offici video),GQMlWwIXg3M,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7.913446071718164
125,the beatl - revolut,BGLGzRXY5Bw,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.643110633626798
126,deep purple-child in time,PfAWReBmxEs,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7.848619797421078
127,the roll stone - (I can't get no) satisfact (offici lyric video),nrIPxlFzDi0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,7.727122676892395
128,princ - let' Go crazi (offici music video),aXJhDltzYVQ,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,6.955290258751563
129,J. cole - fals prophet,wvFDXV0VBg4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.425278214537768
130,J balvin - tranquila,HWyEEj2pSt0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.624778079061379
131,thirti second To mar - closer To the edg,mLqHDhF-O28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.9612364013295975
132,"karajan compil (albinoni, vivaldi, bach, pachelbel, gluck, mozart)",VmHHGME5Qck,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.495806500119
133,modest mous - float On (video),CTAud5O7Qqk,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,7.800168166758015
134,holi holi holi lord god almighti  .. [agnu dei],UWndDW_271g,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.594394152731246
135,"miguel - rememb Me (dúo) (from ""coco""/offici video) ft. natalia lafourcad",E7VPdpEV1m0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,7.007388419194567
136,illenium - it' all On U ft. liam o'donnel (t-mass & lzrd remix),-9T5fLmn7rY,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.38248899569495
137,[mv] pristin(프리스틴) _ WE like,J6LAzgZi8N8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.114583631491013
138,*nsync - tearin' Up My heart (video),_ZcmuKsyvzg,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7.518723403543196
139,mister  V - top album,EKsUluITbUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.354481387890428
140,duran duran - save A prayer (offici music video,6Uxc9eFcZyM,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,7.595086833142488
141,[offici video] love again - pentatonix,F80FsZDTgn0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,7.825898151528904
142,"michael meet mozart - 1 piano, 2 guys, 100 cello track - the piano guy",rR94NDIfGmA,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,7.583025452487946
143,billi joel - We didn't start the fire (offici video),eFTLKWw542g,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,7.875702948504294
144,jenni (official music video),hyj4JFSErrw,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,7.531166981606021
145,tinash - 2 On (explicit) ft. schoolboy Q,-s7TCuCpB5c,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.190258954757477
146,tina turner- proud mari,02QUmKVsyFY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.313205070314832
147,jay-z - 4:44,zSkA61esq_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1885481057651175
148,p!nk - U + Ur hand,YUtHjOvPKT0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.793755164912809
149,britney spear - piec Of Me,u4FF6MpcsRw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.024744447336996
150,the nation - 'the system onli dream in total darkness',2O6duDDkhis,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,6.744371853228699
151,new order- bizarr love triangl (12'),BnGGkluWtrE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.956614074217668
152,the xx - I dare you (offici music video),qqflFMhkqHM,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,7.455429773002102
153,trans-x - live On video (offici music video),b9xBAtCsCTQ,1,0,0,0,1,2,0,0,1,0,2,0,0,0,1,0,0,7.231173588234506
154,"childish gambino - telegraph ave (""oakland"" By lloyd)",p3f-eDzkxcw,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,7.406171162922362
155,shakira - loca (live from paris),LHUfKv1SzlQ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.457810935995399
156,pennywis sing a song (stephen king' 'it' parody),yB9elf-mecE,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7.73387636059959
157,rhythm is a dancer,WMPM1q_Uyxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.096488921986875
158,han zimmer - No time for caution (interstellar soundtrack)(docking)(interstellar ost),m3zvVGJrTP8,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,2,7.438715003870528
159,"christoph tin - sogno di volar (""the dream of flight"") (civil VI main theme)",WQYN2P3E06s,1,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,1,6.731750366792368
160,die for you - the weeknd (starboy album),K01TY9Lak-4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.898613577696501
161,studio 54 | behind the scene documentari,Qgob2BUPgUw,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5.926232315341682
162,shakira - she wolf,booKP974B0k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.410455046169261
163,celtic woman - the call,XD6RdI1QqCg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.178050250549532
164,the chainsmok - don't let Me down (audio) ft. daya,qMH0Xglh7GA,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,8.258468550245905
165,steam power giraff - honeybe,ojYK6CW8gdw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98414447045516
166,andra day - stand Up for someth feat. common [offici music video],2GhY7qXGx-0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,6.320134857158518
167,dzeko & torr - l'amour toujour feat. delaney jane (tiësto edit) [offici lyric video],g2rdrNONy7k,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,7.490636026266436
168,play ani rhythm easili - perfect your time and sight reading!,Y5_27Gc28ls,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.277343285093701
169,white zombi - thunder kiss '65,yPNFVj-pISU,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.427978111859933
170,ave maria  - luciano pavarotti,sGr6B6Rp4PU,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.245380483993053
171,depech mode - peopl are peopl (remast video),MzGnX-MbYE4,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,7.214663949322128
172,"royal - (""sad clown with the golden voice"") - postmodern jukebox lord cover ft. puddl piti parti",VBmCJEehYtU,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,7.394839938107559
173,"beethoven: symphoni no.6, ""pastorale""; jarvi, dkb",iQGm0H9l9I4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.01232546776528
174,lee marvin I wa born under a wander star remast,NTymtAbaG08,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,7.08943150762088
