,caption,categoryId,channelId,channelTitle,commentCount,defaultLanguage,definition,description,dimension,dislikeCount,duration,favoriteCount,licensedContent,likeCount,liveBroadcastContent,projection,publishedAt,regionRestriction,tags,title,vidId,viewCount,request_token
26,false,10,UCFkoPRmuxqr37jvGmmpzhzQ,MalumaVEVO,232459,xxNoneFoundxx,hd,"Maluma - ""Felices los 4"" (Official Music Video)
""Felices los 4"" is available on these digital platforms!
iTunes: http://smarturl.it/FelicesLos4
Apple Music:http://smarturl.it/FelicesLos4A
Spotify: http://smarturl.it/FelicesLos4Sp
Google Play: http://smarturl.it/FelicesLos4GP
Amazon: http://smarturl.it/FelicesLos4Am
Linkfire: https://SML.lnk.to/FelicesLos4

Follow Maluma!
Official site: http://www.malumamusik.com
Facebook: http://www.facebook.com/MALUMAMUSIK
Twitter: http://www.twitter.com/maluma
Instagram: http://www.instagram.com/maluma
YouTube: http://www.youtube.com/user/MalumaVEVO
Official music video by Maluma performing ""Felices los 4"". (C) 2017 Sony Music Entertainment US Latin LLC",2d,561181,PT4M51S,0,True,4794402,none,rectangular,2017-04-21T10:00:08.000Z,"{'allowed': ['PY', 'GY', 'SJ', 'FJ', 'GP', 'GQ', 'GR', 'GS', 'GT', 'GU', 'PW', 'GW', 'GH', 'GI', 'GL', 'GM', 'GN', 'PN', 'PA', 'GA', 'GB', 'GD', 'GE', 'GF', 'GG', 'HR', 'HU', 'HT', 'HK', 'HM', 'HN', 'BS', 'BR', 'BQ', 'PR', 'BW', 'BV', 'BT', 'SI', 'BZ', 'BY', 'PT', 'BB', 'BA', 'BG', 'BE', 'BD', 'BJ', 'BI', 'BO', 'BN', 'BM', 'BL', 'PH', 'WF', 'PM', 'WS', 'PL', 'AI', 'AO', 'AL', 'AM', 'ZA', 'AG', 'AD', 'AZ', 'AX', 'AR', 'AS', 'AQ', 'ZW', 'AW', 'AT', 'AU', 'RE', 'PE', 'JP', 'RO', 'RS', 'RW', 'PG', 'JM', 'PF', 'JE', 'RU', 'DZ', 'DE', 'YT', 'DM', 'DO', 'DK', 'DJ', 'IS', 'IT', 'TK', 'TM', 'ID', 'IE', 'IN', 'IO', 'IL', 'IM', 'CL', 'CM', 'CN', 'CO', 'CH', 'CI', 'CK', 'CD', 'CF', 'CG', 'CA', 'CC', 'CX', 'CY', 'CZ', 'CU', 'CV', 'CW', 'CR', 'UM', 'TD', 'TG', 'TF', 'ZM', 'TC', 'LU', 'LT', 'TO', 'TN', 'TH', 'LS', 'LR', 'TT', 'TW', 'TV', 'LI', 'LK', 'TR', 'LA', 'LC', 'TZ', 'NG', 'NF', 'NE', 'NC', 'NA', 'UG', 'NO', 'SV', 'NL', 'FR', 'NI', 'SS', 'SL', 'SM', 'SN', 'SO', 'SH', 'NR', 'FI', 'SK', 'SE', 'SG', 'NZ', 'SB', 'SC', 'KP', 'TL', 'KR', 'UA', 'KY', 'KZ', 'KE', 'KG', 'UY', 'KM', 'KN', 'KH', 'KI', 'ET', 'TJ', 'ER', 'ES', 'EE', 'EC', 'SX', 'FM', 'VN', 'SZ', 'VI', 'VG', 'VE', 'VC', 'VA', 'ST', 'FK', 'VU', 'US', 'SR', 'MG', 'FO', 'MZ', 'MX', 'MY', 'MV', 'MW', 'MT', 'MU', 'MR', 'MS', 'MP', 'MQ', 'MN', 'MO', 'ML', 'MM', 'MK', 'MH', 'MF', 'LV', 'MD', 'ME', 'NU', 'MC', 'MA']}","['Maluma Music', 'Maluma Official Video', 'Maluma Video', 'Maluma Video Oficial', 'Maluma Nuevo Video', 'Maluma New Video', 'Felices los 4 Official Video', 'Official Video', 'Felices los 4 Single', 'Single', 'Maluma New Single', 'Maluma Single', 'Maluma Felices los 4', 'Felices los 4', 'Latin Urban', 'Maluma', 'Sony Music Latin']",Maluma - Felices los 4 (Official Video),t_jHrUE5IOk,1405875473,CDIQAA
27,false,10,UC0C-w0YjGpqDXGB8IHb662A,Ed Sheeran,281655,xxNoneFoundxx,hd,"🎧: https://ad.gt/yt-perfect
💰: https://atlanti.cr/yt-album
Subscribe to Ed's channel: http://bit.ly/SubscribeToEdSheeran

Follow Ed on...
Facebook: http://www.facebook.com/EdSheeranMusic
Twitter: http://twitter.com/edsheeran
Instagram: http://instagram.com/teddysphotos
Official Website: http://edsheeran.com

Director | dp Jason Koenig
Producer: Honna Kimmerer
Starring: Ed Sheeran & Zoey Deutch 
Director of Photography: Johnny Valencia
Production Company: Anonymous Content
Exec Producer: Nina Soriano
Production Manager: Doug Hoff
Commissioner: Dan Curwin
Production Designer: John Lavin
Lead Casting: Amy Hubbard 
 
Written by: Jason Koenig, Ed Sheeran, Jenny Koenig, Andrew Kolvet, Murray Cummings

Edited by: Jason Koenig & Johnny Valencia
VFX: Ian Hubert
Graphic design by Chris Ballasciotes

Cast: Bo Valencia, Dennis Ranalta, Arthur Pauli
 
Ski Cinematography: Corey Koniniec
Specialty Camera op: Ryan Haug
1st AC: Ryan Brown
 
1st Assistant Director: Ole Zapatka
Art Director: Klaus Hartl
Snow fx: Lucien Stephenson

Gaffer: Thomas Berz
Stylist: Claudia Lajda
Hair & Makeup: Christel Thoresen
Austrian Casting: Ursula Kiplinger
 
Additional VFX: Zoic

Special Thanks to: The Hintertux Glacier, Austria;
Hohenhaus Tenne, and Hotel Neuhintertux",2d,320947,PT4M40S,0,True,8028239,none,rectangular,2017-11-09T11:04:14.000Z,,"['edsheeran', 'ed sheeran', 'acoustic', 'live', 'cover', 'official', 'remix', 'official video', 'lyrics', 'session', 'perfect', 'ed sheeran perfect']",Ed Sheeran - Perfect (Official Music Video),2Vv-BfVoq4g,1401877985,CDIQAA
28,false,10,UComP_epzeKzvBX156r6pm1Q,AdeleVEVO,367177,xxNoneFoundxx,hd,Buy/Listen 25: http://smarturl.it/25Album?IQid=yt Buy/Listen 21: http://smarturl.it/Adele21Album?IQid=yt Buy/Listen 19: http://smarturl.it/19Album?IQid=yt   Follow Adele on: Facebook - http://facebook.com/adele Twitter - http://twitter.com/adele Instagram - http://instagram.com/adele Subscribe to the Adele VEVO Channel - http://smarturl.it/SubscribeAdele?IQid=yt  Visit - www.adele.com,2d,210729,PT3M54S,0,True,5580343,none,rectangular,2010-11-30T23:29:12.000Z,"{'allowed': ['BO', 'BN', 'BM', 'BL', 'BJ', 'BI', 'BH', 'BG', 'BF', 'BE', 'BD', 'BB', 'BA', 'MC', 'BZ', 'BY', 'MD', 'BW', 'BV', 'BT', 'BS', 'BR', 'BQ', 'GY', 'ZA', 'MP', 'GT', 'GU', 'RU', 'GW', 'GP', 'GQ', 'GR', 'GS', 'ZW', 'GM', 'GN', 'GH', 'GI', 'AW', 'GD', 'GE', 'GF', 'GG', 'GA', 'GB', 'EG', 'EE', 'EC', 'MY', 'EH', 'MV', 'ET', 'ER', 'ES', 'PR', 'US', 'JP', 'MR', 'UZ', 'UY', 'UG', 'JE', 'IL', 'UA', 'JO', 'JM', 'TJ', 'DE', 'CA', 'DM', 'DO', 'DK', 'DJ', 'HN', 'DZ', 'IR', 'TT', 'TW', 'TV', 'IT', 'FJ', 'CG', 'TZ', 'TD', 'TG', 'TF', 'ID', 'IE', 'TM', 'TL', 'TO', 'TN', 'IN', 'TH', 'TK', 'IM', 'FM', 'HU', 'KI', 'NU', 'HM', 'KM', 'IO', 'UM', 'LI', 'MQ', 'LK', 'WF', 'LA', 'LC', 'LB', 'RW', 'LY', 'OM', 'LU', 'LT', 'LV', 'ZM', 'LS', 'LR', 'RS', 'KH', 'GL', 'VI', 'VN', 'KN', 'RO', 'VC', 'VA', 'VG', 'KE', 'VE', 'KG', 'KY', 'KZ', 'KP', 'KR', 'VU', 'KW', 'AI', 'AO', 'AL', 'AM', 'AF', 'AG', 'AD', 'AE', 'AZ', 'AX', 'HR', 'AR', 'AS', 'SK', 'AQ', 'RE', 'AT', 'AU', 'NC', 'NA', 'NG', 'NF', 'NE', 'YE', 'FR', 'NI', 'NO', 'NL', 'FK', 'NR', 'FI', 'NP', 'FO', 'YT', 'NZ', 'QA', 'TC', 'MZ', 'MN', 'MO', 'ML', 'MM', 'MK', 'MH', 'MF', 'MG', 'PS', 'ME', 'PT', 'PW', 'MA', 'PH', 'PK', 'PM', 'PL', 'MX', 'PN', 'PA', 'MW', 'MT', 'MU', 'PE', 'MS', 'PG', 'PF', 'PY', 'CC', 'CD', 'CF', 'IS', 'CH', 'CI', 'CK', 'CL', 'CM', 'CN', 'CO', 'CR', 'IQ', 'CU', 'CV', 'CW', 'CX', 'CY', 'CZ', 'HK', 'SR', 'SS', 'ST', 'HT', 'SV', 'SX', 'SY', 'SZ', 'TR', 'SA', 'SB', 'SC', 'SD', 'SE', 'SG', 'SH', 'SI', 'SJ', 'WS', 'SL', 'SM', 'SN', 'SO']}","['vevo', 'Adelevevo', 'official', 'music video', 'video', 'single', '21', 'album', 'hq', 'Hello', 'Someone Like You', 'Skyfall', 'Set Fire to the Rain', 'Adele', 'Pop', 'Rolling in the Deep', 'XL Recordings/Columbia']",Adele - Rolling in the Deep,rYEDA3JcQqw,1393144910,CDIQAA
29,false,10,UCNnnwVSI5Ndo2I4Y-LPuuew,johnlegendVEVO,163688,xxNoneFoundxx,hd,"John Legend's official music video for 'All Of Me'. Click to listen to John Legend on Spotify: http://smarturl.it/JohnLSpotify?IQid=...

As featured on Love In The Future. Click to buy the track or album via iTunes: http://smarturl.it/JohnLLITFiTUnes?IQ...
Google Play: http://smarturl.it/JohnLAOMplay?IQid=...
Amazon: http://smarturl.it/JohnLLITFAmz?IQid=...

More from John Legend
Save Room: https://youtu.be/iOmnGzAKLvg
Everybody Knows: https://youtu.be/c7NLq5Soq_E
Heaven: https://youtu.be/Gs6ajB9o8b4

Follow John Legend
Website: http://www.johnlegend.com/
Facebook: https://www.facebook.com/johnlegend
Twitter: https://twitter.com/johnlegend

Subscribe to John Legend on YouTube: http://smarturl.it/JohnLSub?IQid=John...

More great Global Hits videos here: http://smarturl.it/GlobalHits?IQid=Jo...

---------

Lyrics:

What would I do without your smart mouth?
Drawing me in, and you kicking me out
You've got my head spinning, no kidding, I can't pin you down
What's going on in that beautiful mind
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me, but I'll be alright

[Pre-Chorus:]
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind

[Chorus:]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose I'm winning
'Cause I give you all of me
And you give me all of you, oh oh""",2d,216493,PT5M8S,0,True,6630001,none,rectangular,2013-10-02T14:00:06.000Z,"{'allowed': ['DO', 'DM', 'DJ', 'DK', 'YE', 'DE', 'CG', 'DZ', 'CF', 'YT', 'LV', 'LT', 'LU', 'LR', 'LS', 'LY', 'LB', 'CA', 'LA', 'LK', 'LI', 'KG', 'KE', 'TZ', 'CZ', 'CY', 'CX', 'CW', 'CV', 'CU', 'TR', 'CR', 'KI', 'KH', 'CO', 'CN', 'CM', 'CL', 'CK', 'KR', 'TH', 'CH', 'TF', 'TG', 'TD', 'CD', 'CC', 'KZ', 'KY', 'SO', 'SN', 'SM', 'SL', 'SK', 'SJ', 'SI', 'SH', 'SG', 'SE', 'SD', 'SC', 'SB', 'SA', 'SZ', 'SY', 'SX', 'SV', 'ST', 'SS', 'SR', 'KW', 'FR', 'FI', 'FJ', 'FK', 'FM', 'FO', 'VA', 'NZ', 'VC', 'VE', 'VG', 'NP', 'VI', 'NR', 'NU', 'VN', 'NI', 'NL', 'VU', 'NO', 'NA', 'NC', 'NE', 'NF', 'NG', 'EH', 'EC', 'EE', 'CI', 'EG', 'KP', 'ER', 'ET', 'MQ', 'MP', 'MS', 'MR', 'MU', 'MT', 'MW', 'MV', 'MY', 'MX', 'MZ', 'MA', 'MC', 'ME', 'MD', 'MG', 'MF', 'MH', 'MK', 'MM', 'ML', 'MO', 'MN', 'UY', 'UZ', 'HK', 'US', 'HN', 'TC', 'HM', 'HR', 'UM', 'HT', 'HU', 'UA', 'ES', 'UG', 'PK', 'PH', 'PN', 'PL', 'PM', 'PA', 'PF', 'PG', 'PE', 'PY', 'KN', 'PR', 'PS', 'PW', 'PT', 'LC', 'GS', 'GR', 'GQ', 'GP', 'GW', 'GU', 'GT', 'GY', 'GB', 'GA', 'GG', 'GF', 'GE', 'GD', 'GI', 'GH', 'GN', 'GM', 'GL', 'WF', 'WS', 'OM', 'BH', 'JE', 'BY', 'BZ', 'BT', 'JM', 'BV', 'BW', 'BQ', 'BR', 'BS', 'BL', 'BM', 'BN', 'BO', 'JP', 'BI', 'BJ', 'BD', 'BE', 'BF', 'BG', 'BA', 'BB', 'RO', 'KM', 'RE', 'TV', 'IN', 'TW', 'RU', 'RW', 'TT', 'RS', 'AU', 'AT', 'AW', 'ZW', 'AQ', 'AS', 'AR', 'JO', 'AX', 'AZ', 'AE', 'AD', 'AG', 'AF', 'ZA', 'ID', 'AM', 'ZM', 'AO', 'AI', 'TN', 'QA', 'TO', 'IT', 'AL', 'IQ', 'TL', 'IS', 'IR', 'IM', 'IL', 'IO', 'TM', 'IE', 'TJ', 'TK']}","['john legend channel', 'JohnLegendvevo', 'all of me official', 'wake up!', 'acoustic', 'john legend all of me', 'video', 'music', 'instrumental', 'evolver', 'john legend lyrics', 'All Of Me', 'vevo', 'Chrissy Teigen', 'reggae', 'Love in the Future', 'john legend', 'get lifted', 'r and b', 'official', 'soul', 'Love Me Now', 'once again', 'You and I', 'download', 'Tonight', 'think like a man', 'the roots', 'karaoke', 'remix', 'lyrics', 'audio', 'cover rock', 'official video', 'cover', 'all of me live', 'love', 'in', 'the']",John Legend - All of Me (Edited Video),450p7goxZqg,1356057862,CDIQAA
30,false,10,UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,291895,xxNoneFoundxx,hd,"Stream and download 'That's What I Like"" off the new album ""24K Magic"" now: https://atlantic.lnk.to/ThatsWhatILike

Directed by Bruno Mars and Jonathan Lia

See Bruno on the ‘24K Magic World Tour’! Tickets on sale now. Visit http://brunomars.com for dates 

Stream ’24K Magic’
Spotify: https://brunom.rs/24kMagicStream 
Apple Music: https://brunom.rs/24kmagicAM 

Download ’24K Magic’ 
iTunes: https://brunom.rs/24kMagic 
Amazon: https://brunom.rs/24kmagicamazon
Google Play: https://brunom.rs/24kmagicGP

Pick up the 24K Magic World Tour Collection in Bruno’s Official Webstore: https://brunom.rs/brunomarsstore

Connect with Bruno:
http://www.brunomars.com
http://www.instagram.com/brunomars
http://www.twitter.com/brunomars
http://www.facebook.com/brunomars

Bruno Mars - That’s What I Like [Official Video]",2d,404529,PT3M31S,0,True,7421831,none,rectangular,2017-03-02T02:00:11.000Z,,"[""That's What I Like"", 'Bruno Mars', '24K Magic', 'New Music Video', 'Official Music Video', 'Warner Music Group', 'Atlantic Records', 'Elektra Records', 'Hooligans', 'R&B', 'pop']",Bruno Mars - That’s What I Like [Official Video],PMivT7MJ41M,1332622893,CDIQAA
31,false,10,UCJrREGJ2R1mMuKJkZ8SMCcA,BeckyGVEVO,282569,xxNoneFoundxx,hd,"Becky G feat. Bad Bunny - ""Mayores"" (Official Music Video)
""Mayores"" feat. Bad Bunny is available now on these digital platforms:
Choose Your Platform: https://SML.lnk.to/Mayores
iTunes: http://smarturl.it/Mayores
Apple Music: http://smarturl.it/MayoresA
Spotify: http://smarturl.it/MayoresSp
Amazon: http://smarturl.it/MayoresAm
Google Play: http://smarturl.it/MayoresGP
 
Follow Becky G!
Official Site: http://iambeckyg.com
Instagram: http://smarturl.it/BeckyGInstagram
Facebook: http://smarturl.it/BeckyGFB
Twitter: http://smarturl.it/BeckyGTW
Official music video by Becky G feat. Bad Bunny performing ""Mayores."" (C) 2017 Kemosabe Records/RCA Records/Sony Music Entertainment US Latin LLC",2d,552249,PT3M32S,0,True,4628458,none,rectangular,2017-07-14T04:00:00.000Z,"{'allowed': ['BV', 'BW', 'BT', 'EH', 'BR', 'BS', 'BQ', 'MW', 'BZ', 'BY', 'BF', 'BG', 'BD', 'BE', 'BB', 'MU', 'BA', 'BN', 'BO', 'BL', 'BM', 'BJ', 'BH', 'BI', 'ES', 'RE', 'RO', 'IE', 'RW', 'ZM', 'RS', 'MO', 'OM', 'NO', 'ZA', 'NR', 'YE', 'AZ', 'AX', 'AW', 'AU', 'AT', 'AS', 'AR', 'AQ', 'AO', 'IO', 'AM', 'AL', 'LU', 'AI', 'IN', 'AG', 'AF', 'AE', 'AD', 'IM', 'JO', 'TO', 'JE', 'QA', 'ZW', 'MH', 'JP', 'ET', 'EE', 'TT', 'TV', 'IT', 'IS', 'IR', 'TR', 'NC', 'DM', 'TZ', 'TD', 'TF', 'ID', 'TC', 'TL', 'TM', 'TN', 'IL', 'TH', 'TJ', 'TK', 'CU', 'CW', 'CV', 'CR', 'CY', 'CX', 'CZ', 'CD', 'CG', 'CF', 'CA', 'GW', 'CC', 'CM', 'CL', 'CO', 'CN', 'CI', 'CH', 'CK', 'SE', 'DE', 'SG', 'SA', 'LY', 'SC', 'SB', 'LT', 'SL', 'SO', 'DO', 'SI', 'SH', 'DJ', 'DK', 'ST', 'SV', 'LI', 'JM', 'LK', 'SY', 'SX', 'DZ', 'LC', 'VU', 'FR', 'FJ', 'FK', 'FI', 'FO', 'FM', 'KM', 'VI', 'KI', 'KH', 'PM', 'KE', 'VC', 'KG', 'VA', 'VG', 'VE', 'RU', 'KY', 'TG', 'SR', 'KZ', 'KW', 'KP', 'KR', 'LR', 'SD', 'VN', 'ML', 'HM', 'US', 'NP', 'NU', 'NZ', 'UZ', 'UY', 'SM', 'UA', 'NA', 'NF', 'NG', 'NE', 'NL', 'NI', 'LV', 'UM', 'SN', 'UG', 'LS', 'SK', 'SJ', 'EC', 'MZ', 'MY', 'MX', 'EG', 'PE', 'PF', 'PG', 'PH', 'MR', 'MQ', 'MP', 'PL', 'MV', 'PN', 'MT', 'MK', 'ER', 'PR', 'PS', 'PT', 'MN', 'MM', 'PW', 'MC', 'PY', 'MA', 'MG', 'MF', 'ME', 'MD', 'GY', 'HR', 'KN', 'SS', 'PA', 'GQ', 'GP', 'GS', 'GR', 'GU', 'GT', 'PK', 'GI', 'GH', 'TW', 'GM', 'GL', 'GN', 'GA', 'GB', 'GE', 'GD', 'GG', 'GF', 'HK', 'IQ', 'HN', 'WF', 'MS', 'YT', 'LB', 'LA', 'WS', 'SZ', 'HT', 'HU']}","['Becky G feat. Bad Bunny Music', 'Becky G feat. Bad Bunny Official Video', 'Becky G feat. Bad Bunny Video', 'Becky G feat. Bad Bunny Video Oficial', 'Becky G feat. Bad Bunny Nuevo Video', 'Becky G feat. Bad Bunny New Video', 'Mayores Official Video', 'Mayores Single', 'Becky G feat. Bad Bunny New Single', 'Becky G feat. Bad Bunny Single', 'Becky G feat. Bad Bunny Mayores', 'Becky G & Bad Bunny', 'Kemosabe Records/RCA Records/Sony Music Latin', 'Latin', 'Mayores']","Becky G, Bad Bunny - Mayores (Official Video)",GMFewiplIbw,1328986002,CDIQAA
32,false,10,UCx1f1u4XlFFr0YgqF3wB4lQ,JenniferLopezVEVO,359866,xxNoneFoundxx,hd,"Music video by Jennifer Lopez performing On The Floor feat. Pitbull. © 2011 Island Records
#VEVOCertified on April 15, 2012. http://www.vevo.com/certified http://www.youtube.com/vevocertified",2d,232369,PT4M27S,0,True,3711067,none,rectangular,2011-03-04T01:40:06.000Z,,"['Jennifer Lopez', 'On The Floor', 'Pop', 'Pitbull', 'American Idol', 'JLo']",Jennifer Lopez - On The Floor ft. Pitbull,t4H_Zoh7G5A,1265781784,CDIQAA
33,false,10,UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,468895,xxNoneFoundxx,hd,"Listen to “Bad Blood” (feat. Kendrick Lamar) here: https://taylor.lnk.to/BadBloodID 

For more music from 1989, listen to the album here: https://taylor.lnk.to/1989dlxID

Shop official Taylor Swift merch here: http://taylor.lk/merch
                                   
Taylor Swift as Catastrophe
Selena Gomez as Arsyn
Karlie Kloss as Knockout
Kendrick Lamar as Welvin Da Great
Martha Hunt as HomeSlice
Jessica Alba as Domino
Serayah as Dilemma
Lena Dunham as Lucky Fiori
Hailee Steinfeld as The Trinity
Ellie Goulding as Destructa X
GiGi Hadid as Slay-Z
Hayley Williams as The Crimson Curse
Zendaya as Cut-Throat
Lily Aldridge as Frostbyte
Ellen Pompeo as Luna
Mariska Hargitay as Justice
Cara Delevingne as Mother Chucker
Cindy Crawford as Headmistress

Music video by Taylor Swift performing Bad Blood. (C) 2015 Big Machine Records, LLC.",2d,510040,PT4M5S,0,True,6037909,none,rectangular,2015-05-18T04:00:00.000Z,,"['Bad Blood', 'Taylor Swift', 'Kendrick Lamar', 'Bad Blood Official']",Taylor Swift - Bad Blood ft. Kendrick Lamar,QcIy9NiNbmo,1231977227,CDIQAA
34,false,10,UCXYRdIXDdeZIf816EWAr5zQ,Macklemore LLC,438067,xxNoneFoundxx,hd,"Thrift Shop on iTunes:http://itunes.apple.com/us/album/thrift-shop-feat.-wanz-single/id556955707
The Heist physical deluxe edition: http://www.macklemoremerch.com
The Heist digital deluxe on iTunes: http://itunes.apple.com/WebObjects/MZStore.woa/wa/viewAlbum?id=560097651
The Heist on Amazon: http://amzn.com/B00908DDZM
The Heist in-stores NOW!

Credits:

VIDEO

Directed By Jon Jon Augustavo, Ryan Lewis, Ben Haggerty
Produced By Hollis Wong-Wear, Tricia Davis, Zach Quillen
Lead Grip: David Herberg
Grip Assistants: Josh Marten, Jay Neilson
Stylists: Annie Murphy, Alex Nordstrom

MUSIC

Written by Ben Haggerty
Produced by Ryan Lewis
Featuring Wanz
Additional vocals by Brooklyn Grinnell
Scratches by DV One

SPECIAL THANKS TO

Goodwill Outlet
Value Village Capitol Hill
Red Light Vintage
Fremont Vintage Mall
Unicorn/Narwhal
Northwest African American Museum

Sara Stapleton, JR Ewing and Inner City Empire, Faisal Jaswal, Clay Davis

http://www.macklemore.com
http://www.twitter.com/macklemore
http://www.twitter.com/ryanlewis
http://www.facebook.com/macklemore
http://www.facebook.com/ryanlewisproductions",2d,269661,PT3M53S,0,True,6425771,none,rectangular,2012-08-29T15:53:50.000Z,,"['wanz', 'macklemore', 'thrift shop', 'macklemore and ryan lewis', 'seattle hip-hop', 'xxl freshman', 'ryan lewis', 'thrift', 'shop', 'Rap', 'Macklemore & Ryan Lewis (Award Winner)', 'Macklemore LLC', 'Hip Hop', 'Kindercore Records', 'XXL (Magazine)', 'Offical Music Video', 'downtown', 'downtown macklemore']",MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO),QK8mJJJvaes,1224137140,CDIQAA
35,false,10,UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,199610,xxNoneFoundxx,hd,"Moonshine Jungle Tour 2014 tickets and more info: 
http://www.brunomars.com/moonshinejungletour

Available now on iTunes! http://smarturl.it/Doo-Wops
New single ""Locked Out Of Heaven"" available now on iTunes! http://www.smarturl.it/looh

© 2011 WMG. The official music video for 'Just The Way You Are' by Bruno Mars from doo-wops and hooligans - available now on Elektra Records!

Directed by Ethan Lader
Inspired by the artwork of Erika Iris Simmons

Connect with Bruno:
http://www.brunomars.com
http://www.twitter.com/brunomars
http://www.facebook.com/brunomars
http://www.instagram.com/brunomars

Get 'Unorthodox Jukebox' on iTunes
http://smarturl.it/unorthodoxjukebox

Follow Bruno on Spotify: http://bit.ly/1gDnkxr

LYRICS
Oh, her eyes, her eyes, make the stars look like they're not shining
Her hair, her hair, falls perfectly without her trying 
She's so beautiful, and I tell her every day

Yeah, I know, I know, when I compliment her she won't believe me
And it's so, it's so, sad to think that she don't see what I see
But every time she asks me do I look ok, I say

When I see your face, there's not a thing that I would change
Cause you're amazing, just the way you are
And when you smile, the whole world stops and stares for a while
Because girl you're amazing, just the way you are. Yeah.

Her lips, her lips, I could kiss them all day if she let me
Her laugh, her laugh, she hates but I think it's so sexy
She's so beautiful, and I tell her every day

Oh, you know, you know, you know, I'd never ask you to change
If perfect's what you're searching for then just stay the same
So, don't even bother asking if you look ok
You know I'll say

When I see your face, there's not a thing that I would change
Cause you're amazing, just the way you are
And when you smile, the whole world stops and stares for a while
Because girl you're amazing, just the way you are
The way you are, the way you are
Girl you're amazing, just the way you are

When I see your face, there's not a thing that I would change
Cause you're amazing, just the way you are
And when you smile, the whole world stops and stares for a while
Cause girl you're amazing, just the way you are. Yeah.",2d,155980,PT4M2S,0,True,4022764,none,rectangular,2010-09-08T21:29:01.000Z,,"['bruno mars', 'official video', 'just the way you are', 'elektra records', 'atlantic records', 'doo-wops and hooligans', '火星人布魯諾', 'Bruno', 'Mars', 'Atlantic Records', 'Contemporary R&B (Musical Genre)', 'Warner Music Group (Record Label)', 'Atlantic Records (Record Label)', 'Pop Music (Musical Genre)', 'Soul', 'R&B', 'Rhythm And Blues (Musical Genre)', 'Music Video (TV Genre)']",Bruno Mars - Just The Way You Are [OFFICIAL VIDEO],LjhCEhWiKXk,1202874570,CDIQAA
36,false,10,UCrDkAvwZum-UTjHmzDI2iIw,officialpsy,959521,xxNoneFoundxx,hd,"PSY - ‘I LUV IT’ M/V @ https://youtu.be/Xvjnoagk6GU
PSY - ‘New Face’ M/V @https://youtu.be/OwJPPaEyqhI

PSY - 8TH ALBUM '4X2=8' on iTunes @
https://smarturl.it/PSY_8thAlbum

PSY - GENTLEMAN on iTunes @ http://smarturl.it/PsyGentlemaniT
 
#PSY #싸이 #GENTLEMAN #젠틀맨

More about PSY@
http://www.psypark.com/
http://www.youtube.com/officialpsy
http://www.facebook.com/officialpsy
http://twitter.com/psy_oppa
https://www.instagram.com/42psy42
http://iTunes.com/PSY
http://sptfy.com/PSY
http://weibo.com/psyoppa
http://twitter.com/ygent_official",2d,818885,PT3M54S,0,True,5029403,none,rectangular,2013-04-13T11:59:04.000Z,,"['PSY', '싸이', '강남스타일', '뮤직비디오', 'Music Video', 'Gangnam Style', 'KOREAN SINGER', 'KPOP', 'KOERAN WAVE', 'PSY 6甲', '6th Studio Album', '싸이6집', '육갑', 'YG Family', 'YG Entertainment', '젠틀맨', 'GENTLEMAN']",PSY - GENTLEMAN M/V,ASO_zypdnsQ,1191177446,CDIQAA
